algName,netName,clusteringName,numberOfRealThreads,convergence,broadcasting,database,elapsedTime(s),shd,dfMM_avg,dfMM_plus,dfMM_minus,iterations,bdeu
cges,link,HierarchicalClustering,1,c2,NO_BROADCASTING,link09,405.991,925.0,1866.0,582.0,582.0,6.0,-1129933.8504797688
cges,link,HierarchicalClustering,1,c2,NO_BROADCASTING,link10,452.233,921.0,1878.0,598.0,598.0,6.0,-1128579.9759764282
cges,link,HierarchicalClustering,1,c2,NO_BROADCASTING,link_ALL,535.446,668.0,1368.0,436.0,436.0,5.0,-1.1847254569155417E7
cges,link,HierarchicalClustering,1,c2,PAIR_BROADCASTING,link00,408.086,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,link,HierarchicalClustering,1,c2,PAIR_BROADCASTING,link01,399.665,976.0,2038.0,696.0,696.0,5.0,-1150963.9822840565
cges,link,HierarchicalClustering,1,c2,PAIR_BROADCASTING,link02,439.933,962.0,1960.0,644.0,644.0,5.0,-1141799.6554619668
cges,link,HierarchicalClustering,1,c2,PAIR_BROADCASTING,link03,439.586,987.0,2024.0,692.0,692.0,6.0,-1143733.4141397867
cges,link,HierarchicalClustering,1,c2,PAIR_BROADCASTING,link04,417.498,967.0,1976.0,670.0,670.0,5.0,-1136835.048538122
cges,link,HierarchicalClustering,1,c2,PAIR_BROADCASTING,link05,445.564,952.0,1938.0,676.0,676.0,6.0,-1140464.417277376
cges,link,HierarchicalClustering,1,c2,PAIR_BROADCASTING,link06,429.011,979.0,1996.0,678.0,678.0,6.0,-1140026.121585102
cges,link,HierarchicalClustering,1,c2,PAIR_BROADCASTING,link07,406.218,929.0,1904.0,600.0,600.0,5.0,-1136673.9702109275
cges,link,HierarchicalClustering,1,c2,PAIR_BROADCASTING,link08,429.71,1005.0,2082.0,730.0,730.0,6.0,-1154964.9811219007
cges,link,HierarchicalClustering,1,c2,PAIR_BROADCASTING,link09,429.071,925.0,1866.0,582.0,582.0,6.0,-1129933.8504797688
cges,link,HierarchicalClustering,1,c2,PAIR_BROADCASTING,link10,406.192,921.0,1878.0,598.0,598.0,6.0,-1128579.9759764282
cges,link,HierarchicalClustering,1,c2,PAIR_BROADCASTING,link_ALL,549.732,668.0,1368.0,436.0,436.0,5.0,-1.1847254569155417E7
cges,link,HierarchicalClustering,2,c2,ALL_BROADCASTING,link00,200.263,914.0,1872.0,658.0,658.0,7.0,-1129593.8972196584
cges,link,HierarchicalClustering,2,c2,ALL_BROADCASTING,link01,207.872,842.0,1740.0,618.0,618.0,8.0,-1135744.3847859267
cges,link,HierarchicalClustering,2,c2,ALL_BROADCASTING,link02,217.131,960.0,1970.0,686.0,686.0,9.0,-1142476.9669801262
cges,link,HierarchicalClustering,2,c2,ALL_BROADCASTING,link03,237.839,1001.0,2096.0,816.0,816.0,9.0,-1147766.7334185862
cges,link,HierarchicalClustering,2,c2,ALL_BROADCASTING,link04,239.853,926.0,1900.0,692.0,692.0,8.0,-1137353.604559129
cges,link,HierarchicalClustering,2,c2,ALL_BROADCASTING,link05,208.245,962.0,1976.0,722.0,722.0,7.0,-1148107.4703632612
cges,link,HierarchicalClustering,2,c2,ALL_BROADCASTING,link06,252.717,939.0,1928.0,704.0,704.0,12.0,-1140964.9465083177
cges,link,HierarchicalClustering,2,c2,ALL_BROADCASTING,link07,217.91,906.0,1864.0,614.0,614.0,10.0,-1136843.8289797066
cges,link,HierarchicalClustering,2,c2,ALL_BROADCASTING,link08,200.109,966.0,2026.0,742.0,742.0,8.0,-1152470.3314360545
cges,link,HierarchicalClustering,2,c2,ALL_BROADCASTING,link09,222.627,924.0,1878.0,638.0,638.0,9.0,-1130146.0045846105
cges,link,HierarchicalClustering,2,c2,ALL_BROADCASTING,link10,231.088,865.0,1756.0,558.0,558.0,11.0,-1121240.147378301
cges,link,HierarchicalClustering,2,c2,ALL_BROADCASTING,link_ALL,316.271,711.0,1486.0,570.0,570.0,9.0,-1.184959227276519E7
cges,link,HierarchicalClustering,2,c2,NO_BROADCASTING,link00,198.098,914.0,1872.0,658.0,658.0,7.0,-1129593.8972196584
cges,link,HierarchicalClustering,2,c2,NO_BROADCASTING,link01,201.131,842.0,1740.0,618.0,618.0,8.0,-1135744.3847859267
cges,link,HierarchicalClustering,2,c2,NO_BROADCASTING,link02,201.002,960.0,1970.0,686.0,686.0,9.0,-1142476.9669801262
cges,link,HierarchicalClustering,2,c2,NO_BROADCASTING,link03,214.009,1001.0,2096.0,816.0,816.0,9.0,-1147766.7334185862
cges,link,HierarchicalClustering,2,c2,NO_BROADCASTING,link04,226.568,926.0,1900.0,692.0,692.0,8.0,-1137353.604559129
cges,link,HierarchicalClustering,2,c2,NO_BROADCASTING,link05,205.801,962.0,1976.0,722.0,722.0,7.0,-1148107.4703632612
cges,link,HierarchicalClustering,2,c2,NO_BROADCASTING,link06,218.406,939.0,1928.0,704.0,704.0,12.0,-1140964.9465083177
cges,link,HierarchicalClustering,2,c2,NO_BROADCASTING,link07,191.821,906.0,1864.0,614.0,614.0,10.0,-1136843.8289797066
cges,link,HierarchicalClustering,2,c2,NO_BROADCASTING,link08,202.21,966.0,2026.0,742.0,742.0,8.0,-1152470.3314360545
cges,link,HierarchicalClustering,2,c2,NO_BROADCASTING,link09,201.061,924.0,1878.0,638.0,638.0,8.0,-1130146.0045846105
cges,link,HierarchicalClustering,2,c2,NO_BROADCASTING,link10,202.585,865.0,1756.0,558.0,558.0,11.0,-1121240.147378301
cges,link,HierarchicalClustering,2,c2,NO_BROADCASTING,link_ALL,307.397,711.0,1486.0,570.0,570.0,9.0,-1.184959227276519E7
cges,link,HierarchicalClustering,2,c2,PAIR_BROADCASTING,link00,288.512,1190.0,2742.0,1464.0,1464.0,6.0,-1148585.6817247542
cges,link,HierarchicalClustering,2,c2,PAIR_BROADCASTING,link01,215.769,835.0,1728.0,590.0,590.0,12.0,-1135893.10902682
cges,link,HierarchicalClustering,2,c2,PAIR_BROADCASTING,link02,321.603,934.0,1914.0,626.0,626.0,23.0,-1142577.9117100025
cges,link,HierarchicalClustering,2,c2,PAIR_BROADCASTING,link03,285.37,1204.0,2700.0,1578.0,1578.0,9.0,-1152035.5181027441
cges,link,HierarchicalClustering,2,c2,PAIR_BROADCASTING,link04,229.922,839.0,1740.0,598.0,598.0,16.0,-1136720.4569664462
cges,link,HierarchicalClustering,2,c2,PAIR_BROADCASTING,link05,263.789,930.0,1914.0,690.0,690.0,21.0,-1144549.4238818137
cges,link,HierarchicalClustering,2,c2,PAIR_BROADCASTING,link06,376.47,1105.0,2342.0,992.0,992.0,4.0,-1196743.3311482402
cges,link,HierarchicalClustering,2,c2,PAIR_BROADCASTING,link07,315.173,927.0,1996.0,870.0,870.0,18.0,-1137645.5569830823
cges,link,HierarchicalClustering,2,c2,PAIR_BROADCASTING,link08,206.336,943.0,1986.0,736.0,736.0,12.0,-1152562.8111953873
cges,link,HierarchicalClustering,2,c2,PAIR_BROADCASTING,link09,233.98,849.0,1724.0,568.0,568.0,16.0,-1129886.7251587878
cges,link,HierarchicalClustering,2,c2,PAIR_BROADCASTING,link10,210.069,936.0,1974.0,764.0,764.0,7.0,-1125343.957208089
cges,link,HierarchicalClustering,2,c2,PAIR_BROADCASTING,link_ALL,300.845,873.0,2044.0,1272.0,1272.0,7.0,-1.1848214258986708E7
cges,link,HierarchicalClustering,4,c2,ALL_BROADCASTING,link00,252.267,865.0,1786.0,634.0,634.0,17.0,-1129579.6969065843
cges,link,HierarchicalClustering,4,c2,ALL_BROADCASTING,link01,305.415,999.0,2108.0,866.0,866.0,22.0,-1149977.1477273877
cges,link,HierarchicalClustering,4,c2,ALL_BROADCASTING,link02,363.444,954.0,2008.0,828.0,828.0,24.0,-1146135.5109848306
cges,link,HierarchicalClustering,4,c2,ALL_BROADCASTING,link03,312.332,1019.0,2122.0,824.0,824.0,21.0,-1147114.097227769
cges,link,HierarchicalClustering,4,c2,ALL_BROADCASTING,link04,312.432,864.0,1812.0,702.0,702.0,24.0,-1141731.9367694866
cges,link,HierarchicalClustering,4,c2,ALL_BROADCASTING,link05,291.545,1010.0,2128.0,902.0,902.0,13.0,-1148769.864805893
cges,link,HierarchicalClustering,4,c2,ALL_BROADCASTING,link06,255.593,989.0,2112.0,926.0,926.0,17.0,-1139444.6097840185
cges,link,HierarchicalClustering,4,c2,ALL_BROADCASTING,link07,265.935,1076.0,2288.0,968.0,968.0,11.0,-1165062.23304884
cges,link,HierarchicalClustering,4,c2,ALL_BROADCASTING,link08,279.903,995.0,2078.0,768.0,768.0,20.0,-1156850.999024617
cges,link,HierarchicalClustering,4,c2,ALL_BROADCASTING,link09,239.773,1003.0,2070.0,882.0,882.0,16.0,-1135167.0111795047
cges,link,HierarchicalClustering,4,c2,ALL_BROADCASTING,link10,268.974,1214.0,2650.0,1564.0,1564.0,15.0,-1123461.4432168277
cges,link,HierarchicalClustering,4,c2,ALL_BROADCASTING,link_ALL,568.87,1677.0,4676.0,3834.0,3834.0,18.0,-1.1903763400924351E7
cges,link,HierarchicalClustering,4,c2,NO_BROADCASTING,link00,134.288,868.0,1790.0,634.0,634.0,12.0,-1126153.1221971097
cges,link,HierarchicalClustering,4,c2,NO_BROADCASTING,link01,162.437,930.0,2016.0,842.0,842.0,16.0,-1136163.2675478908
cges,link,HierarchicalClustering,4,c2,NO_BROADCASTING,link02,148.551,970.0,2042.0,784.0,784.0,14.0,-1149443.1423804692
cges,link,HierarchicalClustering,4,c2,NO_BROADCASTING,link03,138.313,1010.0,2130.0,820.0,820.0,13.0,-1151701.373244327
cges,link,HierarchicalClustering,4,c2,NO_BROADCASTING,link04,123.664,967.0,1988.0,672.0,672.0,12.0,-1140955.1459615203
cges,link,HierarchicalClustering,4,c2,NO_BROADCASTING,link05,155.23,958.0,1976.0,772.0,772.0,15.0,-1144997.054260723
cges,link,HierarchicalClustering,4,c2,NO_BROADCASTING,link06,144.534,958.0,2034.0,824.0,824.0,12.0,-1130691.412335742
cges,link,HierarchicalClustering,4,c2,NO_BROADCASTING,link07,180.584,979.0,2094.0,810.0,810.0,20.0,-1141842.3360324344
cges,link,HierarchicalClustering,4,c2,NO_BROADCASTING,link08,142.458,988.0,2072.0,848.0,848.0,14.0,-1156461.361206631
cges,link,HierarchicalClustering,4,c2,NO_BROADCASTING,link09,149.747,914.0,1940.0,748.0,748.0,14.0,-1138756.7671209178
cges,link,HierarchicalClustering,4,c2,NO_BROADCASTING,link10,182.833,936.0,1928.0,714.0,714.0,15.0,-1129375.127344416
cges,link,HierarchicalClustering,4,c2,NO_BROADCASTING,link_ALL,457.404,1131.0,3988.0,3112.0,3112.0,16.0,-1.1898633699086228E7
cges,link,HierarchicalClustering,4,c2,PAIR_BROADCASTING,link00,225.15,890.0,1858.0,680.0,680.0,12.0,-1131107.518301536
cges,link,HierarchicalClustering,4,c2,PAIR_BROADCASTING,link02,251.728,1042.0,2220.0,954.0,954.0,12.0,-1148841.6070074693
cges,link,HierarchicalClustering,4,c2,PAIR_BROADCASTING,link03,226.914,1288.0,3074.0,1706.0,1706.0,8.0,-1155687.1436983603
cges,link,HierarchicalClustering,4,c2,PAIR_BROADCASTING,link04,483.698,1052.0,2328.0,1208.0,1208.0,19.0,-1152693.8076514886
cges,link,HierarchicalClustering,4,c2,PAIR_BROADCASTING,link05,
cges,link,HierarchicalClustering,4,c2,PAIR_BROADCASTING,link06,217.458,996.0,2368.0,1246.0,1246.0,12.0,-1141327.4534118099
cges,link,HierarchicalClustering,4,c2,PAIR_BROADCASTING,link07,321.724,884.0,1862.0,662.0,662.0,37.0,-1142855.4449231639
cges,link,HierarchicalClustering,4,c2,PAIR_BROADCASTING,link08,441.906,1061.0,2264.0,972.0,972.0,22.0,-1162876.338428788
cges,link,HierarchicalClustering,4,c2,PAIR_BROADCASTING,link09,248.062,912.0,1920.0,820.0,820.0,19.0,-1133299.8315028984
cges,link,HierarchicalClustering,4,c2,PAIR_BROADCASTING,link10,243.112,1101.0,2454.0,854.0,854.0,8.0,-1173944.8760037236
cges,link,HierarchicalClustering,8,c2,ALL_BROADCASTING,link00,398.793,1289.0,2832.0,1698.0,1698.0,15.0,-1153824.0678967598
cges,link,HierarchicalClustering,8,c2,ALL_BROADCASTING,link01,386.981,1301.0,2962.0,1728.0,1728.0,17.0,-1151765.1933439446
cges,link,HierarchicalClustering,8,c2,ALL_BROADCASTING,link02,393.561,1112.0,2398.0,1100.0,1100.0,23.0,-1159103.3505499351
cges,link,HierarchicalClustering,8,c2,ALL_BROADCASTING,link03,267.897,1320.0,3052.0,1822.0,1822.0,13.0,-1167289.6474751523
cges,link,HierarchicalClustering,8,c2,ALL_BROADCASTING,link04,289.558,998.0,2026.0,688.0,688.0,9.0,-1161110.7312307598
cges,link,HierarchicalClustering,8,c2,ALL_BROADCASTING,link05,305.367,1370.0,3280.0,2116.0,2116.0,11.0,-1171136.958613032
cges,link,HierarchicalClustering,8,c2,ALL_BROADCASTING,link06,358.002,1320.0,3132.0,2054.0,2054.0,16.0,-1147168.0631651187
cges,link,HierarchicalClustering,8,c2,ALL_BROADCASTING,link07,367.163,1249.0,2922.0,1778.0,1778.0,16.0,-1143758.4372654073
cges,link,HierarchicalClustering,8,c2,ALL_BROADCASTING,link08,311.474,1150.0,2464.0,1144.0,1144.0,7.0,-1185114.3121293604
cges,link,HierarchicalClustering,8,c2,ALL_BROADCASTING,link09,293.214,1112.0,2332.0,1140.0,1140.0,12.0,-1145883.1074267903
cges,link,HierarchicalClustering,8,c2,ALL_BROADCASTING,link10,664.038,878.0,1802.0,662.0,662.0,22.0,-1117347.6302983724
cges,link,HierarchicalClustering,8,c2,ALL_BROADCASTING,link_ALL,460.731,941.0,2184.0,1256.0,1256.0,15.0,-1.1887383762446497E7
cges,link,HierarchicalClustering,8,c2,NO_BROADCASTING,link00,156.092,864.0,1770.0,592.0,592.0,20.0,-1118747.2325183996
cges,link,HierarchicalClustering,8,c2,NO_BROADCASTING,link01,156.413,926.0,1978.0,686.0,686.0,21.0,-1133494.2779251304
cges,link,HierarchicalClustering,8,c2,NO_BROADCASTING,link02,164.903,979.0,2116.0,932.0,932.0,20.0,-1141415.9098979963
cges,link,HierarchicalClustering,8,c2,NO_BROADCASTING,link03,171.808,1044.0,2238.0,974.0,974.0,23.0,-1158214.4019614812
cges,link,HierarchicalClustering,8,c2,NO_BROADCASTING,link04,169.363,848.0,1766.0,702.0,702.0,20.0,-1124645.0112004487
cges,link,HierarchicalClustering,8,c2,NO_BROADCASTING,link05,158.153,1027.0,2314.0,1096.0,1096.0,19.0,-1152079.1720522398
cges,link,HierarchicalClustering,8,c2,NO_BROADCASTING,link06,167.856,942.0,1950.0,792.0,792.0,21.0,-1123256.9849075095
cges,link,HierarchicalClustering,8,c2,NO_BROADCASTING,link07,255.463,860.0,1776.0,650.0,650.0,35.0,-1128487.7182638713
cges,link,HierarchicalClustering,8,c2,NO_BROADCASTING,link08,145.13,1004.0,2126.0,898.0,898.0,19.0,-1156466.4447945727
cges,link,HierarchicalClustering,8,c2,NO_BROADCASTING,link09,166.927,984.0,2080.0,888.0,888.0,20.0,-1137086.2553967526
cges,link,HierarchicalClustering,8,c2,NO_BROADCASTING,link10,210.773,946.0,1986.0,802.0,802.0,29.0,-1132012.4163906472
cges,link,HierarchicalClustering,8,c2,NO_BROADCASTING,link_ALL,808.526,896.0,2046.0,1104.0,1104.0,19.0,-1.182785219707328E7
cges,link,HierarchicalClustering,8,c2,PAIR_BROADCASTING,link00,343.416,1187.0,2706.0,1556.0,1556.0,12.0,-1164976.0604078253
cges,link,HierarchicalClustering,8,c2,PAIR_BROADCASTING,link01,366.095,1216.0,2812.0,942.0,942.0,9.0,-1225588.2694110535
cges,link,HierarchicalClustering,8,c2,PAIR_BROADCASTING,link03,311.723,1256.0,2784.0,1500.0,1500.0,11.0,-1198083.7680826539
cges,link,HierarchicalClustering,8,c2,PAIR_BROADCASTING,link04,360.587,903.0,1896.0,770.0,770.0,8.0,-1178648.348481089
cges,link,HierarchicalClustering,8,c2,PAIR_BROADCASTING,link05,448.542,1529.0,4648.0,3048.0,3048.0,12.0,-1196439.4020360913
cges,link,HierarchicalClustering,8,c2,PAIR_BROADCASTING,link06,386.567,1404.0,3566.0,2042.0,2042.0,11.0,-1214077.63692043
cges,link,HierarchicalClustering,8,c2,PAIR_BROADCASTING,link07,413.302,1198.0,2778.0,1584.0,1584.0,11.0,-1181840.0613016386
cges,link,HierarchicalClustering,8,c2,PAIR_BROADCASTING,link08,cges,link,HierarchicalClustering,8,c2,PAIR_BROADCASTING
cges,link,HierarchicalClustering,8,c2,PAIR_BROADCASTING,link09,628.241,1319.0,3188.0,2088.0,2088.0,10.0,-1190454.236703018
cges,link,HierarchicalClustering,8,c2,PAIR_BROADCASTING,link_ALL,1303.276,1034.0,2400.0,1426.0,1426.0,11.0,-1.234146630347342E7
cges,munin,HierarchicalClustering,1,c2,ALL_BROADCASTING,munin00,1887.785,1448.0,3196.0,800.0,800.0,5.0,-936178.1285512644
cges,munin,HierarchicalClustering,1,c2,ALL_BROADCASTING,munin01,1536.103,1491.0,3254.0,992.0,992.0,5.0,-935259.5872905988
cges,munin,HierarchicalClustering,1,c2,ALL_BROADCASTING,munin02,1659.904,1428.0,3182.0,742.0,742.0,4.0,-935244.7940789132
cges,munin,HierarchicalClustering,1,c2,ALL_BROADCASTING,munin03,1564.067,1508.0,3238.0,1038.0,1038.0,10.0,-935664.4685436963
cges,munin,HierarchicalClustering,1,c2,ALL_BROADCASTING,munin04,1802.369,1429.0,3018.0,774.0,774.0,5.0,-935418.2752962263
cges,munin,HierarchicalClustering,1,c2,ALL_BROADCASTING,munin05,1592.812,1490.0,3302.0,978.0,978.0,7.0,-930370.6011137762
cges,munin,HierarchicalClustering,1,c2,ALL_BROADCASTING,munin06,1727.74,1462.0,3254.0,742.0,742.0,4.0,-936946.1016853967
cges,munin,HierarchicalClustering,1,c2,ALL_BROADCASTING,munin07,1711.48,1501.0,3308.0,1044.0,1044.0,7.0,-932914.7035732584
cges,munin,HierarchicalClustering,1,c2,ALL_BROADCASTING,munin08,1712.982,1448.0,3174.0,802.0,802.0,4.0,-938029.7630333096
cges,munin,HierarchicalClustering,1,c2,ALL_BROADCASTING,munin09,1694.774,1455.0,3234.0,754.0,754.0,4.0,-929379.1650159173
cges,munin,HierarchicalClustering,1,c2,ALL_BROADCASTING,munin10,1536.935,1416.0,3066.0,918.0,918.0,5.0,-932343.273151535
cges,munin,HierarchicalClustering,1,c2,NO_BROADCASTING,munin00,1860.7,1448.0,3196.0,800.0,800.0,5.0,-936178.1285512644
cges,munin,HierarchicalClustering,1,c2,NO_BROADCASTING,munin01,1555.81,1491.0,3254.0,992.0,992.0,5.0,-935259.5872905988
cges,munin,HierarchicalClustering,1,c2,NO_BROADCASTING,munin02,1708.935,1428.0,3182.0,742.0,742.0,4.0,-935244.7940789132
cges,munin,HierarchicalClustering,1,c2,NO_BROADCASTING,munin03,1554.677,1508.0,3238.0,1038.0,1038.0,10.0,-935664.4685436963
cges,munin,HierarchicalClustering,1,c2,NO_BROADCASTING,munin04,1854.907,1429.0,3018.0,774.0,774.0,5.0,-935418.2752962263
cges,munin,HierarchicalClustering,1,c2,NO_BROADCASTING,munin05,1594.265,1490.0,3302.0,978.0,978.0,7.0,-930370.6011137762
cges,munin,HierarchicalClustering,1,c2,NO_BROADCASTING,munin06,1788.635,1462.0,3254.0,742.0,742.0,4.0,-936946.1016853967
cges,munin,HierarchicalClustering,1,c2,NO_BROADCASTING,munin07,1646.614,1501.0,3308.0,1044.0,1044.0,7.0,-932914.7035732584
cges,munin,HierarchicalClustering,1,c2,NO_BROADCASTING,munin08,1720.664,1448.0,3174.0,802.0,802.0,4.0,-938029.7630333096
cges,munin,HierarchicalClustering,1,c2,NO_BROADCASTING,munin09,1929.12,1451.0,3222.0,750.0,750.0,5.0,-930322.8366808718
cges,munin,HierarchicalClustering,1,c2,NO_BROADCASTING,munin10,1495.05,1416.0,3066.0,918.0,918.0,5.0,-932343.273151535
cges,munin,HierarchicalClustering,1,c2,PAIR_BROADCASTING,munin00,1821.802,1448.0,3196.0,800.0,800.0,5.0,-936178.1285512646
cges,munin,HierarchicalClustering,1,c2,PAIR_BROADCASTING,munin01,1562.724,1491.0,3254.0,992.0,992.0,5.0,-935259.587290599
cges,munin,HierarchicalClustering,1,c2,PAIR_BROADCASTING,munin02,1647.386,1428.0,3182.0,742.0,742.0,4.0,-935244.7940789133
cges,munin,HierarchicalClustering,1,c2,PAIR_BROADCASTING,munin03,1550.418,1508.0,3238.0,1038.0,1038.0,10.0,-935664.4685436963
cges,munin,HierarchicalClustering,1,c2,PAIR_BROADCASTING,munin04,2015.405,1429.0,3018.0,774.0,774.0,6.0,-935418.2752962265
cges,munin,HierarchicalClustering,1,c2,PAIR_BROADCASTING,munin05,1623.945,1490.0,3302.0,978.0,978.0,7.0,-930370.6011137762
cges,munin,HierarchicalClustering,1,c2,PAIR_BROADCASTING,munin06,1798.228,1462.0,3254.0,742.0,742.0,4.0,-936946.1016853967
cges,munin,HierarchicalClustering,1,c2,PAIR_BROADCASTING,munin07,1689.503,1501.0,3308.0,1044.0,1044.0,8.0,-932914.7035732585
cges,munin,HierarchicalClustering,1,c2,PAIR_BROADCASTING,munin08,1709.674,1448.0,3174.0,802.0,802.0,4.0,-938029.7630333096
cges,munin,HierarchicalClustering,1,c2,PAIR_BROADCASTING,munin09,1698.026,1455.0,3234.0,754.0,754.0,4.0,-929379.1650159173
cges,munin,HierarchicalClustering,1,c2,PAIR_BROADCASTING,munin10,1551.86,1416.0,3066.0,918.0,918.0,6.0,-932343.2731515351
cges,munin,HierarchicalClustering,2,c2,ALL_BROADCASTING,munin01,1097.826,1522.0,3246.0,1110.0,1110.0,9.0,-934968.3936155224
cges,munin,HierarchicalClustering,2,c2,ALL_BROADCASTING,munin03,1061.397,1505.0,3276.0,1066.0,1066.0,13.0,-935992.8656640167
cges,munin,HierarchicalClustering,2,c2,ALL_BROADCASTING,munin05,
cges,munin,HierarchicalClustering,2,c2,ALL_BROADCASTING,munin06,900.189,1505.0,3378.0,1036.0,1036.0,8.0,-930331.2772787974
cges,munin,HierarchicalClustering,2,c2,ALL_BROADCASTING,munin08,1263.514,1536.0,3448.0,840.0,840.0,7.0,-942682.8153418269
cges,munin,HierarchicalClustering,2,c2,ALL_BROADCASTING,munin09,
cges,munin,HierarchicalClustering,2,c2,ALL_BROADCASTING,munin10,1647.855,1476.0,3272.0,926.0,926.0,6.0,-935942.4987813683
cges,munin,HierarchicalClustering,2,c2,NO_BROADCASTING,munin01,1430.41,1528.0,3278.0,1052.0,1052.0,9.0,-937065.3948332861
cges,munin,HierarchicalClustering,2,c2,NO_BROADCASTING,munin03,1024.315,1505.0,3276.0,1066.0,1066.0,13.0,-935992.8656640167
cges,munin,HierarchicalClustering,2,c2,NO_BROADCASTING,munin06,815.115,1505.0,3378.0,1036.0,1036.0,8.0,-930331.2772787974
