algName,netName,clusteringName,numberOfRealThreads,convergence,broadcasting,database,elapsedTime(s),shd,dfMM_avg,dfMM_plus,dfMM_minus,iterations,bdeu
cges,munin,HierarchicalClustering,2,c2,NO_BROADCASTING,munin08,1261.361,1536.0,3448.0,840.0,840.0,7.0,-942682.8153418269
cges,munin,HierarchicalClustering,2,c2,NO_BROADCASTING,munin09,1049.148,1525.0,3390.0,1064.0,1064.0,10.0,-928115.0957470282
cges,munin,HierarchicalClustering,2,c2,NO_BROADCASTING,munin10,921.39,1476.0,3272.0,926.0,926.0,6.0,-935942.4987813683
cges,munin,HierarchicalClustering,2,c2,PAIR_BROADCASTING,munin00,1346.501,1533.0,3438.0,1020.0,1020.0,12.0,-937317.9223461004
cges,munin,HierarchicalClustering,2,c2,PAIR_BROADCASTING,munin02,854.186,1559.0,3392.0,1146.0,1146.0,10.0,-934708.1481872668
cges,munin,HierarchicalClustering,2,c2,PAIR_BROADCASTING,munin03,1090.274,1535.0,3398.0,1118.0,1118.0,19.0,-937546.3267557779
cges,munin,HierarchicalClustering,2,c2,PAIR_BROADCASTING,munin04,758.032,1541.0,3376.0,1130.0,1130.0,10.0,-934825.8132127
cges,munin,HierarchicalClustering,2,c2,PAIR_BROADCASTING,munin05,1194.445,1569.0,3550.0,1096.0,1096.0,12.0,-933881.3320849517
cges,munin,HierarchicalClustering,2,c2,PAIR_BROADCASTING,munin07,1430.031,1535.0,3364.0,1014.0,1014.0,12.0,-937766.5504225023
cges,munin,HierarchicalClustering,2,c2,PAIR_BROADCASTING,munin08,2003.438,1560.0,3386.0,1042.0,1042.0,16.0,-938644.5937815249
cges,munin,HierarchicalClustering,2,c2,PAIR_BROADCASTING,munin09,690.045,1558.0,3458.0,1134.0,1134.0,9.0,-928893.6447225421
cges,munin,HierarchicalClustering,2,c2,PAIR_BROADCASTING,munin10,716.203,1470.0,3210.0,1060.0,1060.0,10.0,-933596.0011422439
cges,munin,HierarchicalClustering,4,c2,ALL_BROADCASTING,munin01,
cges,munin,HierarchicalClustering,4,c2,ALL_BROADCASTING,munin02,
cges,munin,HierarchicalClustering,4,c2,NO_BROADCASTING,munin01,
cges,munin,HierarchicalClustering,4,c2,NO_BROADCASTING,munin02,
cges,munin,HierarchicalClustering,4,c2,NO_BROADCASTING,munin03,
cges,munin,HierarchicalClustering,4,c2,NO_BROADCASTING,munin04,
cges,munin,HierarchicalClustering,4,c2,NO_BROADCASTING,munin07,
cges,munin,HierarchicalClustering,4,c2,NO_BROADCASTING,munin08,676.001,1569.0,3506.0,960.0,960.0,9.0,-942502.7550397109
cges,munin,HierarchicalClustering,4,c2,NO_BROADCASTING,munin09,
cges,munin,HierarchicalClustering,4,c2,PAIR_BROADCASTING,munin01,841.272,1597.0,3414.0,1116.0,1116.0,17.0,-937279.9441780285
cges,munin,HierarchicalClustering,4,c2,PAIR_BROADCASTING,munin02,1110.411,1658.0,3640.0,1314.0,1314.0,19.0,-936409.6409033452
cges,munin,HierarchicalClustering,4,c2,PAIR_BROADCASTING,munin04,701.311,1672.0,3762.0,1248.0,1248.0,16.0,-942151.8928786322
cges,munin,HierarchicalClustering,4,c2,PAIR_BROADCASTING,munin05,1091.817,1649.0,3680.0,1182.0,1182.0,22.0,-936176.9156922891
cges,munin,HierarchicalClustering,4,c2,PAIR_BROADCASTING,munin06,1217.048,1652.0,3720.0,1182.0,1182.0,25.0,-935444.7495093216
cges,munin,HierarchicalClustering,4,c2,PAIR_BROADCASTING,munin08,1349.076,1676.0,3714.0,1098.0,1098.0,21.0,-944567.1885082639
cges,munin,HierarchicalClustering,4,c2,PAIR_BROADCASTING,munin09,934.691,1639.0,3694.0,1206.0,1206.0,19.0,-932559.4774541794
cges,munin,HierarchicalClustering,8,c2,ALL_BROADCASTING,munin00,
cges,munin,HierarchicalClustering,8,c2,ALL_BROADCASTING,munin07,
cges,munin,HierarchicalClustering,8,c2,NO_BROADCASTING,munin01,
cges,munin,HierarchicalClustering,8,c2,NO_BROADCASTING,munin03,
cges,munin,HierarchicalClustering,8,c2,NO_BROADCASTING,munin06,
cges,munin,HierarchicalClustering,8,c2,NO_BROADCASTING,munin08,
cges,munin,HierarchicalClustering,8,c2,PAIR_BROADCASTING,munin02,
cges,munin,HierarchicalClustering,8,c2,PAIR_BROADCASTING,munin05,1814.346,1559.0,3478.0,1116.0,1116.0,40.0,-936368.6718481607
cges,munin,HierarchicalClustering,8,c2,PAIR_BROADCASTING,munin09,
cges,pigs,HierarchicalClustering,1,c2,ALL_BROADCASTING,pigs00,68.997,0.0,0.0,0.0,0.0,4.0,-1673766.7635783982
cges,pigs,HierarchicalClustering,1,c2,ALL_BROADCASTING,pigs01,70.517,0.0,0.0,0.0,0.0,4.0,-1672862.8337663016
cges,pigs,HierarchicalClustering,1,c2,ALL_BROADCASTING,pigs02,82.06,0.0,0.0,0.0,0.0,4.0,-1674311.6987925328
cges,pigs,HierarchicalClustering,1,c2,ALL_BROADCASTING,pigs03,75.285,0.0,0.0,0.0,0.0,4.0,-1675404.877764935
cges,pigs,HierarchicalClustering,1,c2,ALL_BROADCASTING,pigs04,77.224,0.0,0.0,0.0,0.0,4.0,-1675946.8368636218
cges,pigs,HierarchicalClustering,1,c2,ALL_BROADCASTING,pigs05,86.638,0.0,0.0,0.0,0.0,4.0,-1676267.3230144675
cges,pigs,HierarchicalClustering,1,c2,ALL_BROADCASTING,pigs06,74.845,0.0,0.0,0.0,0.0,4.0,-1674789.5458293168
cges,pigs,HierarchicalClustering,1,c2,ALL_BROADCASTING,pigs07,69.604,0.0,0.0,0.0,0.0,4.0,-1675064.0159439556
cges,pigs,HierarchicalClustering,1,c2,ALL_BROADCASTING,pigs08,81.337,0.0,0.0,0.0,0.0,4.0,-1676948.5367278014
cges,pigs,HierarchicalClustering,1,c2,ALL_BROADCASTING,pigs09,71.239,0.0,0.0,0.0,0.0,4.0,-1674822.4981279897
cges,pigs,HierarchicalClustering,1,c2,ALL_BROADCASTING,pigs10,77.064,0.0,0.0,0.0,0.0,4.0,-1674757.2366382969
cges,pigs,HierarchicalClustering,1,c2,ALL_BROADCASTING,pigs_ALL,105.221,0.0,0.0,0.0,0.0,4.0,-1.824261651513647E7
cges,pigs,HierarchicalClustering,1,c2,NO_BROADCASTING,pigs00,76.389,0.0,0.0,0.0,0.0,4.0,-1673766.7635783982
cges,pigs,HierarchicalClustering,1,c2,NO_BROADCASTING,pigs01,68.647,0.0,0.0,0.0,0.0,4.0,-1672862.8337663016
cges,pigs,HierarchicalClustering,1,c2,NO_BROADCASTING,pigs02,76.663,0.0,0.0,0.0,0.0,4.0,-1674311.6987925328
cges,pigs,HierarchicalClustering,1,c2,NO_BROADCASTING,pigs03,74.135,0.0,0.0,0.0,0.0,4.0,-1675404.877764935
cges,pigs,HierarchicalClustering,1,c2,NO_BROADCASTING,pigs04,72.636,0.0,0.0,0.0,0.0,4.0,-1675946.8368636218
cges,pigs,HierarchicalClustering,1,c2,NO_BROADCASTING,pigs05,78.13,0.0,0.0,0.0,0.0,4.0,-1676267.3230144675
cges,pigs,HierarchicalClustering,1,c2,NO_BROADCASTING,pigs06,79.866,0.0,0.0,0.0,0.0,4.0,-1674789.5458293168
cges,pigs,HierarchicalClustering,1,c2,NO_BROADCASTING,pigs07,68.255,0.0,0.0,0.0,0.0,4.0,-1675064.0159439556
cges,pigs,HierarchicalClustering,1,c2,NO_BROADCASTING,pigs08,78.445,0.0,0.0,0.0,0.0,4.0,-1676948.5367278014
cges,pigs,HierarchicalClustering,1,c2,NO_BROADCASTING,pigs09,76.96,0.0,0.0,0.0,0.0,4.0,-1674822.4981279897
cges,pigs,HierarchicalClustering,1,c2,NO_BROADCASTING,pigs10,76.399,0.0,0.0,0.0,0.0,4.0,-1674757.2366382969
cges,pigs,HierarchicalClustering,1,c2,NO_BROADCASTING,pigs_ALL,93.966,0.0,0.0,0.0,0.0,4.0,-1.824261651513647E7
cges,pigs,HierarchicalClustering,1,c2,PAIR_BROADCASTING,pigs00,72.445,0.0,0.0,0.0,0.0,4.0,-1673766.7635783982
cges,pigs,HierarchicalClustering,1,c2,PAIR_BROADCASTING,pigs01,79.059,0.0,0.0,0.0,0.0,4.0,-1672862.8337663016
cges,pigs,HierarchicalClustering,1,c2,PAIR_BROADCASTING,pigs02,76.757,0.0,0.0,0.0,0.0,4.0,-1674311.6987925328
cges,pigs,HierarchicalClustering,1,c2,PAIR_BROADCASTING,pigs03,74.942,0.0,0.0,0.0,0.0,4.0,-1675404.877764935
cges,pigs,HierarchicalClustering,1,c2,PAIR_BROADCASTING,pigs04,74.038,0.0,0.0,0.0,0.0,4.0,-1675946.8368636218
cges,pigs,HierarchicalClustering,1,c2,PAIR_BROADCASTING,pigs05,81.56,0.0,0.0,0.0,0.0,4.0,-1676267.3230144675
cges,pigs,HierarchicalClustering,1,c2,PAIR_BROADCASTING,pigs06,73.044,0.0,0.0,0.0,0.0,4.0,-1674789.5458293168
cges,pigs,HierarchicalClustering,1,c2,PAIR_BROADCASTING,pigs07,76.551,0.0,0.0,0.0,0.0,4.0,-1675064.0159439556
cges,pigs,HierarchicalClustering,1,c2,PAIR_BROADCASTING,pigs08,76.938,0.0,0.0,0.0,0.0,4.0,-1676948.5367278014
cges,pigs,HierarchicalClustering,1,c2,PAIR_BROADCASTING,pigs09,69.384,0.0,0.0,0.0,0.0,4.0,-1674822.4981279897
cges,pigs,HierarchicalClustering,1,c2,PAIR_BROADCASTING,pigs10,76.861,0.0,0.0,0.0,0.0,4.0,-1674757.2366382969
cges,pigs,HierarchicalClustering,1,c2,PAIR_BROADCASTING,pigs_ALL,110.912,0.0,0.0,0.0,0.0,4.0,-1.824261651513647E7
cges,pigs,HierarchicalClustering,2,c2,ALL_BROADCASTING,pigs00,45.37,4.0,16.0,16.0,16.0,7.0,-1674267.4500865797
cges,pigs,HierarchicalClustering,2,c2,ALL_BROADCASTING,pigs01,51.08,4.0,14.0,14.0,14.0,8.0,-1673557.1999654179
cges,pigs,HierarchicalClustering,2,c2,ALL_BROADCASTING,pigs02,43.881,0.0,0.0,0.0,0.0,9.0,-1674417.2593854044
cges,pigs,HierarchicalClustering,2,c2,ALL_BROADCASTING,pigs03,50.665,0.0,0.0,0.0,0.0,7.0,-1675534.5789077403
cges,pigs,HierarchicalClustering,2,c2,ALL_BROADCASTING,pigs04,48.633,0.0,0.0,0.0,0.0,9.0,-1676132.3111721228
cges,pigs,HierarchicalClustering,2,c2,ALL_BROADCASTING,pigs05,49.926,0.0,0.0,0.0,0.0,10.0,-1676448.1546391111
cges,pigs,HierarchicalClustering,2,c2,ALL_BROADCASTING,pigs06,41.479,2.0,8.0,8.0,8.0,7.0,-1675063.7704507767
cges,pigs,HierarchicalClustering,2,c2,ALL_BROADCASTING,pigs07,45.517,0.0,0.0,0.0,0.0,10.0,-1675330.0507610266
cges,pigs,HierarchicalClustering,2,c2,ALL_BROADCASTING,pigs08,43.689,0.0,0.0,0.0,0.0,8.0,-1677109.1303648788
cges,pigs,HierarchicalClustering,2,c2,ALL_BROADCASTING,pigs09,52.626,0.0,0.0,0.0,0.0,8.0,-1675007.3443394247
cges,pigs,HierarchicalClustering,2,c2,ALL_BROADCASTING,pigs10,46.012,8.0,26.0,26.0,26.0,7.0,-1675648.392735273
cges,pigs,HierarchicalClustering,2,c2,ALL_BROADCASTING,pigs_ALL,71.265,0.0,0.0,0.0,0.0,7.0,-1.824287672335876E7
cges,pigs,HierarchicalClustering,2,c2,NO_BROADCASTING,pigs00,44.431,4.0,16.0,16.0,16.0,7.0,-1674267.4500865797
cges,pigs,HierarchicalClustering,2,c2,NO_BROADCASTING,pigs01,45.917,4.0,14.0,14.0,14.0,8.0,-1673557.1999654179
cges,pigs,HierarchicalClustering,2,c2,NO_BROADCASTING,pigs02,41.768,0.0,0.0,0.0,0.0,9.0,-1674417.2593854044
cges,pigs,HierarchicalClustering,2,c2,NO_BROADCASTING,pigs03,46.503,0.0,0.0,0.0,0.0,7.0,-1675534.5789077403
cges,pigs,HierarchicalClustering,2,c2,NO_BROADCASTING,pigs04,43.891,0.0,0.0,0.0,0.0,9.0,-1676132.3111721228
cges,pigs,HierarchicalClustering,2,c2,NO_BROADCASTING,pigs05,44.548,0.0,0.0,0.0,0.0,10.0,-1676448.1546391111
cges,pigs,HierarchicalClustering,2,c2,NO_BROADCASTING,pigs06,39.156,2.0,8.0,8.0,8.0,7.0,-1675063.7704507767
cges,pigs,HierarchicalClustering,2,c2,NO_BROADCASTING,pigs07,40.148,4.0,12.0,12.0,12.0,9.0,-1675594.4457302627
cges,pigs,HierarchicalClustering,2,c2,NO_BROADCASTING,pigs08,38.964,0.0,0.0,0.0,0.0,8.0,-1677109.1303648788
cges,pigs,HierarchicalClustering,2,c2,NO_BROADCASTING,pigs09,50.047,0.0,0.0,0.0,0.0,8.0,-1675007.3443394247
cges,pigs,HierarchicalClustering,2,c2,NO_BROADCASTING,pigs10,43.298,8.0,26.0,26.0,26.0,7.0,-1675648.392735273
cges,pigs,HierarchicalClustering,2,c2,NO_BROADCASTING,pigs_ALL,71.407,0.0,0.0,0.0,0.0,7.0,-1.824287672335876E7
cges,pigs,HierarchicalClustering,2,c2,PAIR_BROADCASTING,pigs00,43.872,6.0,12.0,12.0,12.0,7.0,-1674546.478960877
cges,pigs,HierarchicalClustering,2,c2,PAIR_BROADCASTING,pigs01,48.923,0.0,0.0,0.0,0.0,10.0,-1673315.1900348298
cges,pigs,HierarchicalClustering,2,c2,PAIR_BROADCASTING,pigs02,42.023,40.0,104.0,96.0,96.0,8.0,-1679464.963341915
cges,pigs,HierarchicalClustering,2,c2,PAIR_BROADCASTING,pigs03,46.977,0.0,0.0,0.0,0.0,8.0,-1675586.5342685853
cges,pigs,HierarchicalClustering,2,c2,PAIR_BROADCASTING,pigs04,45.597,3.0,8.0,8.0,8.0,11.0,-1677066.957975593
cges,pigs,HierarchicalClustering,2,c2,PAIR_BROADCASTING,pigs05,44.103,12.0,34.0,32.0,32.0,9.0,-1677816.2432322893
cges,pigs,HierarchicalClustering,2,c2,PAIR_BROADCASTING,pigs06,43.751,3.0,8.0,6.0,6.0,11.0,-1675588.8381130926
cges,pigs,HierarchicalClustering,2,c2,PAIR_BROADCASTING,pigs07,35.398,4.0,12.0,12.0,12.0,7.0,-1675505.1458661894
cges,pigs,HierarchicalClustering,2,c2,PAIR_BROADCASTING,pigs08,39.039,7.0,18.0,14.0,14.0,7.0,-1678119.0079634662
cges,pigs,HierarchicalClustering,2,c2,PAIR_BROADCASTING,pigs09,47.256,0.0,0.0,0.0,0.0,8.0,-1675114.7200129766
cges,pigs,HierarchicalClustering,2,c2,PAIR_BROADCASTING,pigs10,46.505,8.0,26.0,26.0,26.0,8.0,-1675723.853414543
cges,pigs,HierarchicalClustering,2,c2,PAIR_BROADCASTING,pigs_ALL,86.031,17.0,46.0,44.0,44.0,13.0,-1.824731075805268E7
cges,pigs,HierarchicalClustering,4,c2,ALL_BROADCASTING,pigs00,53.558,0.0,0.0,0.0,0.0,15.0,-1674057.8157735516
cges,pigs,HierarchicalClustering,4,c2,ALL_BROADCASTING,pigs01,44.472,6.0,14.0,10.0,10.0,11.0,-1674402.8083053592
cges,pigs,HierarchicalClustering,4,c2,ALL_BROADCASTING,pigs02,78.396,19.0,48.0,38.0,38.0,23.0,-1678311.1027431812
cges,pigs,HierarchicalClustering,4,c2,ALL_BROADCASTING,pigs03,53.934,11.0,30.0,28.0,28.0,16.0,-1677267.743720572
cges,pigs,HierarchicalClustering,4,c2,ALL_BROADCASTING,pigs04,57.594,34.0,100.0,90.0,90.0,17.0,-1680084.290090396
cges,pigs,HierarchicalClustering,4,c2,ALL_BROADCASTING,pigs05,101.416,4.0,16.0,16.0,16.0,32.0,-1677282.285585156
cges,pigs,HierarchicalClustering,4,c2,ALL_BROADCASTING,pigs06,59.75,55.0,140.0,138.0,138.0,17.0,-1679916.6710721233
cges,pigs,HierarchicalClustering,4,c2,ALL_BROADCASTING,pigs07,60.696,4.0,16.0,16.0,16.0,17.0,-1675734.1918132377
cges,pigs,HierarchicalClustering,4,c2,ALL_BROADCASTING,pigs08,50.046,3.0,8.0,8.0,8.0,14.0,-1677850.6587643824
cges,pigs,HierarchicalClustering,4,c2,ALL_BROADCASTING,pigs09,43.848,6.0,12.0,8.0,8.0,12.0,-1676910.3862261756
cges,pigs,HierarchicalClustering,4,c2,ALL_BROADCASTING,pigs10,67.976,12.0,34.0,30.0,30.0,21.0,-1676973.7796145084
cges,pigs,HierarchicalClustering,4,c2,ALL_BROADCASTING,pigs_ALL,133.112,1.0,4.0,4.0,4.0,23.0,-1.824351803435596E7
cges,pigs,HierarchicalClustering,4,c2,NO_BROADCASTING,pigs00,34.138,0.0,0.0,0.0,0.0,14.0,-1674248.3219631664
cges,pigs,HierarchicalClustering,4,c2,NO_BROADCASTING,pigs01,29.282,0.0,0.0,0.0,0.0,10.0,-1673072.5643932817
cges,pigs,HierarchicalClustering,4,c2,NO_BROADCASTING,pigs02,34.822,13.0,52.0,52.0,52.0,15.0,-1675705.698767508
cges,pigs,HierarchicalClustering,4,c2,NO_BROADCASTING,pigs03,28.528,4.0,16.0,16.0,16.0,11.0,-1676009.5863330886
cges,pigs,HierarchicalClustering,4,c2,NO_BROADCASTING,pigs04,37.702,7.0,28.0,28.0,28.0,17.0,-1676933.9090211124
cges,pigs,HierarchicalClustering,4,c2,NO_BROADCASTING,pigs05,29.44,1.0,4.0,4.0,4.0,11.0,-1676776.6687718292
cges,pigs,HierarchicalClustering,4,c2,NO_BROADCASTING,pigs06,27.054,11.0,34.0,32.0,32.0,10.0,-1676011.1041376435
cges,pigs,HierarchicalClustering,4,c2,NO_BROADCASTING,pigs07,28.456,1.0,4.0,4.0,4.0,11.0,-1675337.5463063212
cges,pigs,HierarchicalClustering,4,c2,NO_BROADCASTING,pigs08,29.429,4.0,16.0,16.0,16.0,11.0,-1677477.7163221058
cges,pigs,HierarchicalClustering,4,c2,NO_BROADCASTING,pigs09,35.065,3.0,8.0,8.0,8.0,15.0,-1675918.8593104456
cges,pigs,HierarchicalClustering,4,c2,NO_BROADCASTING,pigs10,26.493,0.0,0.0,0.0,0.0,9.0,-1674836.9389806504
cges,pigs,HierarchicalClustering,4,c2,NO_BROADCASTING,pigs_ALL,62.648,0.0,0.0,0.0,0.0,11.0,-1.8242847183643643E7
cges,pigs,HierarchicalClustering,4,c2,PAIR_BROADCASTING,pigs00,50.045,6.0,18.0,16.0,16.0,22.0,-1674862.1924393026
cges,pigs,HierarchicalClustering,4,c2,PAIR_BROADCASTING,pigs01,35.54,0.0,0.0,0.0,0.0,12.0,-1673385.87883527
cges,pigs,HierarchicalClustering,4,c2,PAIR_BROADCASTING,pigs02,68.399,7.0,28.0,28.0,28.0,33.0,-1675597.893894892
cges,pigs,HierarchicalClustering,4,c2,PAIR_BROADCASTING,pigs03,26.524,16.0,46.0,42.0,42.0,9.0,-1677486.3116577477
cges,pigs,HierarchicalClustering,4,c2,PAIR_BROADCASTING,pigs04,43.217,2.0,8.0,8.0,8.0,19.0,-1676852.888658215
cges,pigs,HierarchicalClustering,4,c2,PAIR_BROADCASTING,pigs05,55.394,5.0,20.0,20.0,20.0,25.0,-1677406.0235202946
cges,pigs,HierarchicalClustering,4,c2,PAIR_BROADCASTING,pigs06,37.452,7.0,22.0,22.0,22.0,16.0,-1675840.6208667418
cges,pigs,HierarchicalClustering,4,c2,PAIR_BROADCASTING,pigs07,58.825,9.0,30.0,30.0,30.0,28.0,-1676383.7584019832
cges,pigs,HierarchicalClustering,4,c2,PAIR_BROADCASTING,pigs08,32.711,4.0,16.0,16.0,16.0,11.0,-1677814.8199181797
cges,pigs,HierarchicalClustering,4,c2,PAIR_BROADCASTING,pigs09,49.74,10.0,26.0,26.0,26.0,20.0,-1676375.6491540805
cges,pigs,HierarchicalClustering,4,c2,PAIR_BROADCASTING,pigs10,28.67,7.0,30.0,30.0,30.0,9.0,-1675922.6410336022
cges,pigs,HierarchicalClustering,4,c2,PAIR_BROADCASTING,pigs_ALL,131.053,3.0,12.0,12.0,12.0,23.0,-1.8243824419053063E7
cges,pigs,HierarchicalClustering,8,c2,ALL_BROADCASTING,pigs00,144.793,8.0,24.0,24.0,24.0,31.0,-1675574.8619706396
cges,pigs,HierarchicalClustering,8,c2,ALL_BROADCASTING,pigs02,136.985,24.0,68.0,60.0,60.0,29.0,-1677948.1262762088
cges,pigs,HierarchicalClustering,8,c2,ALL_BROADCASTING,pigs03,93.599,28.0,82.0,74.0,74.0,21.0,-1679541.3005211772
cges,pigs,HierarchicalClustering,8,c2,ALL_BROADCASTING,pigs04,38.912,34.0,90.0,76.0,76.0,9.0,-1690273.8216354118
cges,pigs,HierarchicalClustering,8,c2,ALL_BROADCASTING,pigs05,96.703,39.0,92.0,82.0,82.0,22.0,-1683041.7399510283
cges,pigs,HierarchicalClustering,8,c2,ALL_BROADCASTING,pigs06,177.53,38.0,90.0,72.0,72.0,41.0,-1681708.4246777256
cges,pigs,HierarchicalClustering,8,c2,ALL_BROADCASTING,pigs07,141.322,11.0,38.0,38.0,38.0,23.0,-1676860.51548899
cges,pigs,HierarchicalClustering,8,c2,ALL_BROADCASTING,pigs08,91.154,5.0,14.0,12.0,12.0,22.0,-1677974.5357591114
cges,pigs,HierarchicalClustering,8,c2,ALL_BROADCASTING,pigs09,208.797,48.0,116.0,100.0,100.0,40.0,-1684074.2600575907
cges,pigs,HierarchicalClustering,8,c2,ALL_BROADCASTING,pigs10,172.392,12.0,42.0,42.0,42.0,39.0,-1676498.0555734443
cges,pigs,HierarchicalClustering,8,c2,ALL_BROADCASTING,pigs_ALL,216.592,0.0,0.0,0.0,0.0,31.0,-1.8243784461785227E7
cges,pigs,HierarchicalClustering,8,c2,NO_BROADCASTING,pigs00,47.379,0.0,0.0,0.0,0.0,27.0,-1674344.2677983656
cges,pigs,HierarchicalClustering,8,c2,NO_BROADCASTING,pigs01,33.099,0.0,0.0,0.0,0.0,18.0,-1673151.6987987761
cges,pigs,HierarchicalClustering,8,c2,NO_BROADCASTING,pigs02,38.035,7.0,28.0,28.0,28.0,20.0,-1675390.1000408055
cges,pigs,HierarchicalClustering,8,c2,NO_BROADCASTING,pigs03,37.786,4.0,16.0,16.0,16.0,20.0,-1676084.7964405387
cges,pigs,HierarchicalClustering,8,c2,NO_BROADCASTING,pigs04,33.499,11.0,44.0,44.0,44.0,17.0,-1677321.1576056574
cges,pigs,HierarchicalClustering,8,c2,NO_BROADCASTING,pigs05,37.043,4.0,16.0,16.0,16.0,19.0,-1676997.9811577885
cges,pigs,HierarchicalClustering,8,c2,NO_BROADCASTING,pigs06,39.074,3.0,6.0,6.0,6.0,20.0,-1675392.5256381882
cges,pigs,HierarchicalClustering,8,c2,NO_BROADCASTING,pigs07,28.754,4.0,12.0,12.0,12.0,13.0,-1676231.241520619
cges,pigs,HierarchicalClustering,8,c2,NO_BROADCASTING,pigs08,38.761,9.0,34.0,34.0,34.0,20.0,-1678130.7205815695
cges,pigs,HierarchicalClustering,8,c2,NO_BROADCASTING,pigs09,36.081,17.0,56.0,54.0,54.0,18.0,-1677204.9048846727
cges,pigs,HierarchicalClustering,8,c2,NO_BROADCASTING,pigs10,35.913,11.0,38.0,36.0,36.0,19.0,-1676110.987135883
cges,pigs,HierarchicalClustering,8,c2,NO_BROADCASTING,pigs_ALL,78.276,1.0,4.0,4.0,4.0,15.0,-1.8243035233577967E7
cges,pigs,HierarchicalClustering,8,c2,PAIR_BROADCASTING,pigs00,149.083,16.0,52.0,52.0,52.0,32.0,-1676209.3469797373
cges,pigs,HierarchicalClustering,8,c2,PAIR_BROADCASTING,pigs01,152.6,10.0,40.0,40.0,40.0,33.0,-1674672.5569767605
cges,pigs,HierarchicalClustering,8,c2,PAIR_BROADCASTING,pigs02,129.273,11.0,40.0,40.0,40.0,26.0,-1676371.4805767452
cges,pigs,HierarchicalClustering,8,c2,PAIR_BROADCASTING,pigs03,83.274,4.0,16.0,16.0,16.0,20.0,-1676569.3825287805
cges,pigs,HierarchicalClustering,8,c2,PAIR_BROADCASTING,pigs04,241.934,13.0,46.0,46.0,46.0,51.0,-1677997.4320156164
cges,pigs,HierarchicalClustering,8,c2,PAIR_BROADCASTING,pigs05,151.894,13.0,38.0,34.0,34.0,32.0,-1678538.0445026301
cges,pigs,HierarchicalClustering,8,c2,PAIR_BROADCASTING,pigs06,117.346,9.0,30.0,30.0,30.0,26.0,-1676418.636738187
cges,pigs,HierarchicalClustering,8,c2,PAIR_BROADCASTING,pigs07,133.149,1.0,4.0,4.0,4.0,31.0,-1675910.6715516448
cges,pigs,HierarchicalClustering,8,c2,PAIR_BROADCASTING,pigs08,202.342,11.0,44.0,44.0,44.0,42.0,-1678883.0919978025
cges,pigs,HierarchicalClustering,8,c2,PAIR_BROADCASTING,pigs09,233.387,7.0,20.0,18.0,18.0,48.0,-1676545.1957360078
cges,pigs,HierarchicalClustering,8,c2,PAIR_BROADCASTING,pigs10,238.54,9.0,32.0,32.0,32.0,50.0,-1676508.8495540319
cges,pigs,HierarchicalClustering,8,c2,PAIR_BROADCASTING,pigs_ALL,240.097,1.0,4.0,4.0,4.0,35.0,-1.8244026883932754E7
